Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap ($)
614,MAU,MAUMagnetic Resources NL,$1.06,-2.75%,+6.00%,+26.95%,+30.86%,Materials,258.74M
615,MLX,MLXMetals X Ltd,$0.285,+5.56%,0.00%,-1.72%,+14.00%,Materials,258.57M
616,IHCB,IHCBIshares Core Global Corporate Bond(Aud Hedged) ETF,$87.66,+0.31%,+1.75%,-1.22%,+0.46%,Financials,257.46M
617,PIA,PIAPengana International Equities Ltd,$1.00,+1.01%,-1.48%,+0.50%,+2.04%,Financials,257.12M
618,NXG,NXGNexgen Energy (Canada) Ltd,$9.69,+1.68%,+3.42%,+3.42%,+59.38%,Energy,256.27M
619,PGH,PGHPact Group Holdings Ltd,$0.74,+1.37%,+4.23%,+6.48%,-46.18%,Materials,254.77M
620,CTM,CTMCentaurus Metals Ltd,$0.515,+11.96%,+7.29%,-23.70%,-44.62%,Materials,253.85M
621,CGS,CGSCogstate Ltd,$1.465,-2.66%,+1.74%,-2.66%,-19.51%,Health Care,253.21M
622,ADH,ADHAdairs Ltd,$1.46,+8.15%,+20.66%,+4.66%,-33.03%,Consumer Discretionary,252.65M
623,WR1,WR1Winsome Resources Ltd,$1.42,+2.16%,+14.98%,-1.73%,+74.23%,Materials,252.18M
624,A1N,A1NArn Media Ltd,$0.825,0.00%,+1.85%,-0.60%,-30.09%,Communication Services,252.03M
625,LGL,LGLLynch Group Holdings Ltd,$2.05,0.00%,+2.50%,+4.33%,-10.48%,Consumer Staples,250.24M
626,D2O,D2ODuxton Water Ltd,$1.635,+0.93%,-2.10%,-4.94%,+3.79%,Utilities,249.7M
627,HLA,HLAHealthia Ltd,$1.78,+0.57%,+0.71%,+2.01%,+24.91%,Health Care,249.54M
628,UNI,UNIUniversal Store Holdings Ltd,$3.25,0.00%,-2.99%,-2.99%,-36.15%,Consumer Discretionary,249.34M
629,VISM,VISMVanguard MSCI International Small Companies INDEX ETF,$54.74,+2.17%,+2.28%,-3.42%,-0.49%,Financials,249.16M
630,PBH,PBHPointsbet Holdings Ltd,$0.785,+3.97%,+4.67%,-1.26%,-61.89%,Consumer Discretionary,248.25M
631,STK,STKStrickland Metals Ltd,$0.155,+40.91%,+56.57%,+121.43%,+244.44%,Materials,248.18M
632,OZBD,OZBDBetashares Australian Composite Bond ETF,$42.14,+0.38%,+0.33%,-1.36%,-2.00%,Financials,246.65M
633,AKP,AKPAudio Pixels Holdings Ltd,$8.41,-4.65%,-11.47%,-8.09%,-23.55%,Consumer Discretionary,245.66M
634,SYM,SYMSYMBIO Holdings Ltd,$2.84,+0.71%,-2.41%,-6.27%,-15.22%,Information Technology,244.27M
635,IPD,IPDImpedimed Ltd,$0.12,+4.35%,-4.00%,-29.41%,+29.03%,Health Care,242.49M
636,CVL,CVLCivmec Ltd,$1.00,+3.09%,+5.26%,+10.50%,+61.29%,Industrials,240.7M
637,REIT,REITVaneck Ftse International Property (Hedged) ETF,$14.05,+3.16%,+6.60%,-0.92%,-7.08%,Financials,240.56M
638,IHWL,IHWLIshares Core MSCI World Ex Aus Esg (Aud Hed) ETF,$40.51,+1.78%,+3.79%,-0.30%,+14.44%,Financials,240.5M
639,BBN,BBNBaby Bunting Group Ltd,$1.78,+0.57%,+4.71%,-16.43%,-34.32%,Consumer Discretionary,240.13M
640,CAT,CATCatapult Group International Ltd,$0.945,+6.18%,-2.07%,-12.90%,+8.00%,Information Technology,239.66M
641,AGY,AGYArgosy Minerals Ltd,$0.17,0.00%,0.00%,-12.82%,-66.67%,Materials,238.75M
642,ABA,ABAAuswide Bank Ltd,$5.15,+0.39%,-0.58%,-1.34%,-10.12%,Financials,238.68M
643,COG,COGCOG Financial Services Ltd,$1.24,+1.22%,-2.75%,-10.15%,-18.42%,Financials,238.49M
644,QUS,QUSBetashares S&P 500 EQUAL Weight ETF,$41.49,+2.04%,+0.88%,-2.26%,-0.55%,Financials,238.28M
645,ASN,ASNAnson Resources Ltd,$0.185,-2.63%,+5.71%,+23.33%,-38.33%,Materials,237.86M
646,SVR,SVRSolvar Ltd,$1.13,+4.63%,+0.44%,+5.61%,-41.60%,Financials,237.29M
647,FFX,FFXFirefinch Ltd,$0.20,0.00%,0.00%,0.00%,0.00%,Materials,236.57M
648,LKE,LKELake Resources N.L.,$0.165,+3.13%,0.00%,-8.33%,-84.29%,Materials,234.7M
649,ACF,ACFAcrow Formwork and Construction Services Ltd,$0.86,-0.58%,0.00%,-1.15%,+63.81%,Industrials,234.15M
650,QSML,QSMLVaneck MSCI Intl Small Companies Quality ETF,$23.47,+2.22%,+2.49%,-3.02%,+12.89%,Financials,233.58M
651,QGL,QGLQuantum Graphite Ltd,$0.69,0.00%,+10.40%,+22.12%,+51.65%,Materials,232.79M
652,BCB,BCBBowen Coking Coal Ltd,$0.105,-4.55%,-8.70%,-30.00%,-61.82%,Materials,232.39M
653,SFX,SFXSheffield Resources Ltd,$0.59,-1.67%,+15.69%,+28.26%,+18.00%,Materials,231.77M
654,TBN,TBNTamboran Resources Ltd,$0.135,0.00%,0.00%,-3.57%,-28.95%,Energy,231.75M
655,SVL,SVLSilver Mines Ltd,$0.165,-2.94%,0.00%,-2.94%,-5.71%,Materials,231.71M
656,RDV,RDVRussell Investments High Dividend Australian Shares ETF,$27.09,+0.45%,+2.65%,-1.17%,-2.45%,Financials,230.08M
657,GLN,GLNGalan Lithium Ltd,$0.65,+2.36%,0.00%,+3.18%,-59.63%,Materials,229.59M
658,ECF,ECFElanor Commercial Property Fund,$0.725,+0.69%,+3.57%,-6.45%,-23.68%,Real Estate,229.5M
659,OPT,OPTOpthea Ltd,$0.345,+7.81%,+9.52%,+9.52%,-62.85%,Health Care,228.67M
660,QOR,QORQORIA Ltd,$0.205,+2.50%,+7.90%,-14.58%,-35.94%,Information Technology,228.2M
661,IJH,IJHIshares S&P Mid-Cap ETF,$37.80,+2.02%,+1.75%,-3.67%,+1.73%,Financials,227.34M
662,GDF,GDFGarda Property Group,$1.00,+1.52%,+0.50%,-9.50%,-29.08%,Real Estate,227.04M
663,EX20,EX20Betashares Australian Ex-20 Portfolio Diversifier ETF,$18.41,+1.60%,+2.62%,-2.13%,-1.50%,Financials,226.67M
664,NFNG,NFNGNufarm Finance (NZ) Ltd,$89.98,-0.02%,-0.02%,-3.91%,+3.19%,N/A,225.85M
665,TWR,TWRTower Ltd,$0.595,+0.85%,+2.59%,+4.39%,-0.42%,Financials,225.79M
666,ALG,ALGArdent Leisure Group Ltd,$0.47,+2.17%,-1.05%,+1.08%,-4.08%,Consumer Discretionary,225.46M
667,LIN,LINLindian Resources Ltd,$0.195,-2.50%,+11.43%,-2.50%,+11.43%,Materials,224.62M
668,SXL,SXLSouthern Cross Media Group Ltd,$0.925,+1.65%,+3.93%,+20.13%,-4.15%,Communication Services,221.91M
669,GNX,GNXGENEX Power Ltd,$0.16,+6.67%,+3.23%,+6.67%,-20.00%,Utilities,221.63M
670,KSL,KSLKina Securities Ltd,$0.765,0.00%,+1.33%,-1.92%,-11.05%,Financials,219.51M
671,PNR,PNRPantoro Ltd,$0.042,+31.25%,+5.00%,+10.53%,-70.00%,Materials,218.57M
672,SFC,SFCSchaffer Corporation Ltd,$16.10,-3.88%,-3.88%,-5.35%,-10.26%,Consumer Discretionary,218.47M
673,4DS,4DS4DS Memory Ltd,$0.125,+8.70%,+13.64%,-7.41%,+400.00%,Information Technology,218.39M
674,SXE,SXESouthern Cross Electrical Engineering Ltd,$0.825,+0.61%,+1.85%,+3.77%,+23.13%,Industrials,217.07M
675,HUM,HUMHumm Group Ltd,$0.425,+1.19%,0.00%,-2.30%,-12.37%,Financials,215.98M
676,MAY,MAYMelbana Energy Ltd,$0.064,+1.59%,-4.48%,-7.25%,+23.08%,Energy,215.69M
677,BDM,BDMBurgundy Diamond Mines Ltd,$0.15,0.00%,-11.77%,-16.67%,-31.82%,Materials,213.18M
678,NDO,NDONido Education Ltd,$0.97,-1.27%,+1.04%,-3.00%,-3.00%,Consumer Discretionary,212.92M
679,DGL,DGLDGL Group Ltd,$0.745,-4.49%,-3.25%,-15.82%,-51.78%,Materials,212.44M
680,AGE,AGEAlligator Energy Ltd,$0.055,-1.79%,+1.85%,0.00%,+7.84%,Energy,212.43M
681,WQG,WQGWCM Global Growth Ltd,$1.15,+1.77%,-0.86%,-4.96%,-2.54%,Financials,212.2M
682,VLUE,VLUEVaneck MSCI International Value ETF,$23.72,+1.85%,+1.72%,-1.82%,+10.63%,Financials,211.38M
683,ORR,ORROrecorp Ltd,$0.45,0.00%,-4.76%,-8.16%,+36.36%,Materials,211.23M
684,ROBO,ROBOGlobal X Robo Global Robotics & Automation ETF,$64.58,+2.22%,+1.48%,-6.41%,+8.45%,Financials,210.61M
685,URF,URFUS Masters Residential Property Fund,$0.285,0.00%,-5.00%,-4.20%,+5.56%,Real Estate,210.59M
686,PYC,PYCPYC Therapeutics Ltd,$0.056,0.00%,-6.67%,-1.75%,-18.84%,Health Care,209.04M
687,WAX,WAXWam Research Ltd,$1.03,+1.98%,+1.48%,-9.65%,-19.53%,Financials,208.61M
688,VIT,VITVitura Health Ltd,$0.36,-4.00%,+4.35%,0.00%,-59.55%,Health Care,207.31M
689,FEMX,FEMXFidelity Global Emerging Markets Fund (Managed Fund),$5.78,+1.94%,+1.40%,-2.37%,+7.44%,Financials,206.44M
690,WXHG,WXHGSPDR S&P World Ex Aus Carbon Control (Hedged) Fund,$20.79,+1.37%,+3.69%,-0.53%,+8.56%,Financials,205.56M
691,PBP,PBPProbiotec Ltd,$2.51,+2.87%,-2.34%,-5.64%,+16.20%,Health Care,204.12M
692,CDM,CDMCadence Capital Ltd,$0.68,-0.73%,+0.74%,-9.33%,-27.27%,Financials,203.78M
693,GNP,GNPGenusplus Group Ltd,$1.14,-0.87%,-0.87%,-2.98%,+22.58%,Industrials,202.61M
694,TRJ,TRJTrajan Group Holdings Ltd,$1.33,0.00%,+2.31%,+15.65%,-33.17%,Health Care,202.45M
695,EBR,EBREBR Systems Inc,$0.67,-4.97%,+4.69%,-5.63%,+41.05%,Health Care,201.79M
696,GLOB,GLOBBarrow Hanley Global Share Fund (Managed Fund),$4.27,+0.95%,+0.95%,-0.47%,+6.48%,Financials,201.67M
697,CYC,CYCCyclopharm Ltd,$2.14,-5.31%,-0.93%,-25.44%,+67.19%,Health Care,200.94M
698,DUG,DUGDUG Technology Ltd,$1.70,-2.86%,-6.59%,-9.57%,+314.63%,Information Technology,200.81M
699,VDCO,VDCOVanguard Diversified Conservative INDEX ETF,$48.12,+0.59%,+1.43%,-0.27%,+2.32%,Financials,200.74M
700,QVE,QVEQV Equities Ltd,$0.88,0.00%,+3.53%,-2.22%,-5.88%,Financials,200.34M
701,VLC,VLCVanguard MSCI Australian Large Companies INDEX ETF,$70.59,+1.02%,+2.60%,+0.23%,+2.10%,Financials,200.05M
702,WMA,WMAWam Alternative Assets Ltd,$1.02,+2.00%,-1.45%,-3.32%,-5.12%,Financials,199.44M
703,IXI,IXIIshares Global Consumer Staples ETF,$88.78,+1.20%,-0.21%,-0.07%,+1.29%,Financials,199.32M
704,GVF,GVFGlobal Value Fund Ltd,$1.135,+0.89%,+1.79%,+1.34%,-0.44%,Financials,198.49M
705,TRS,TRSThe Reject Shop Ltd,$5.15,-0.96%,-6.87%,-8.04%,+4.25%,Consumer Discretionary,197.49M
706,CAJ,CAJCapitol Health Ltd,$0.185,-5.13%,-5.13%,-11.91%,-42.19%,Health Care,197.17M
707,NTU,NTUNorthern Minerals Ltd,$0.033,+3.13%,+10.00%,+17.86%,-21.43%,Materials,195.06M
708,ATA,ATAAtturra Ltd,$0.835,0.00%,+1.83%,-2.34%,-6.50%,Information Technology,194.16M
709,BOT,BOTBotanix Pharmaceuticals Ltd,$0.135,0.00%,+8.00%,+3.85%,+114.29%,Health Care,194.04M
710,AVH,AVHAvita Medical Inc,$3.25,+2.52%,+6.21%,-27.29%,+115.95%,Health Care,193.83M
711,IR1,IR1Iris Metals Ltd,$1.595,+10.00%,-7.00%,-19.85%,+5.63%,Materials,193.69M
712,WOT,WOTWotso Property,$1.16,0.00%,0.00%,-1.70%,-14.07%,Real Estate,188.93M
713,FDV,FDVFrontier Digital Ventures Ltd,$0.435,+6.10%,+24.29%,+17.57%,-40.00%,Communication Services,188.44M
714,ENN,ENNElanor Investors Group,$1.25,0.00%,-0.79%,-14.09%,-23.31%,Consumer Discretionary,187.26M
715,PSQ,PSQPacific Smiles Group Ltd,$1.17,-3.31%,-7.14%,-16.43%,-19.31%,Health Care,186.71M
716,KPG,KPGKelly Partners Group Holdings Ltd,$4.14,+1.22%,-1.66%,+1.22%,-13.75%,Industrials,186.3M
717,BRL,BRLBathurst Resources Ltd,$0.97,0.00%,-2.02%,-4.43%,+7.78%,Materials,185.62M
718,A2B,A2BA2B Australia Ltd,$1.52,+2.36%,-1.30%,-5.00%,+42.72%,Industrials,184.81M
719,RBTZ,RBTZBetashares Global Robotics and Artificial Intelligence ETF,$11.22,+2.19%,+3.89%,-4.84%,+23.71%,Financials,184.48M
720,VHT,VHTVolpara Health Technologies Ltd,$0.72,-2.04%,+9.92%,+0.70%,+2.86%,Health Care,183.15M
721,ATEC,ATECBetashares S&P/ASX Australian Technology ETF,$18.83,+1.56%,+4.09%,-2.08%,+16.96%,Financials,182.96M
722,WAR,WARWam Strategic Value Ltd,$1.015,+1.00%,+1.50%,-1.46%,+1.00%,Financials,182.83M
723,LGI,LGILGI Ltd,$2.07,+3.50%,-1.43%,-2.36%,-0.48%,Utilities,182.77M
724,BOC,BOCBougainville Copper Ltd,$0.455,-4.21%,+42.19%,+49.18%,+75.00%,Materials,182.48M
725,BRI,BRIBig River Industries Ltd,$2.18,+0.93%,0.00%,-4.39%,+1.40%,Materials,182.14M
726,HVST,HVSTBetashares Australian Dividend Harvester Fund (Managed Fund),$11.74,+1.21%,+1.73%,-1.35%,-2.41%,Financials,180.5M
727,VEQ,VEQVanguard Ftse Europe Shares ETF,$63.86,+1.70%,+1.54%,-1.07%,+15.08%,Financials,180.04M
728,NPR,NPRNewmark Property REIT,$0.99,-0.50%,+2.06%,-3.88%,-31.96%,Real Estate,179.83M
729,PLY,PLYPlayside Studios Ltd,$0.44,+6.02%,0.00%,+2.33%,-20.00%,Communication Services,179.28M
730,FUEL,FUELBetashares Global Energy Companies ETF - Currency Hedged,$6.50,+2.52%,+0.46%,-1.22%,-0.76%,Financials,179.27M
731,QRE,QREBetashares Australian Resources Sector ETF,$7.66,+0.26%,+0.39%,-0.39%,+8.65%,Financials,177.09M
732,FRI,FRIFinbar Group Ltd,$0.65,+0.78%,0.00%,-0.76%,-2.99%,Real Estate,176.88M
733,SLA,SLASilk Laser Australia Ltd,$3.32,0.00%,+0.30%,+0.61%,+58.10%,Health Care,176.36M
734,WGN,WGNWagners Holding Company Ltd,$0.94,+2.17%,0.00%,+5.62%,+18.24%,Materials,176.36M
735,BTH,BTHBigtincan Holdings Ltd,$0.29,+5.46%,+11.54%,-19.44%,-56.39%,Information Technology,176.1M
736,MVE,MVEVaneck S&P/ASX Midcap ETF,$34.09,+1.58%,+2.37%,-3.35%,-4.22%,Financials,175.8M
737,FID,FIDFiducian Group Ltd,$5.57,-1.24%,+1.09%,-0.54%,-20.43%,Financials,175.33M
738,NXD,NXDNexted Group Ltd,$0.79,0.00%,-2.47%,-13.19%,-28.18%,Consumer Discretionary,174.89M
739,DRO,DRODroneshield Ltd,$0.285,0.00%,+7.55%,+3.64%,+42.50%,Industrials,174.25M
740,CII,CIICi Resources Ltd,$1.50,0.00%,-0.66%,-3.23%,+38.89%,Materials,173.37M
741,AEE,AEEAura Energy Ltd,$0.30,-4.76%,-6.25%,-15.49%,+11.11%,Energy,173.23M
742,AUT,AUTAuteco Minerals Ltd,$0.032,+3.23%,+6.67%,0.00%,-25.58%,Materials,172.84M
743,BTI,BTIBailador Technology Investments Ltd,$1.185,0.00%,+3.49%,-5.58%,-7.78%,Financials,172.66M
744,PRT,PRTPRT Company Ltd,$0.465,0.00%,0.00%,0.00%,0.00%,Communication Services,170.34M
745,PLL,PLLPiedmont Lithium Inc,$0.455,+4.60%,-1.09%,-30.53%,-51.34%,Materials,167.27M
746,DSE,DSEDropsuite Ltd,$0.24,+2.13%,0.00%,-2.04%,+20.00%,Information Technology,167.06M
747,AOF,AOFAustralian Unity Office Fund,$1.015,-0.49%,0.00%,-19.44%,-21.92%,Real Estate,166.85M
748,EXP,EXPExperience Co Ltd,$0.22,+2.33%,+7.32%,+2.33%,-8.33%,Consumer Discretionary,166.64M
749,PPE,PPEPeoplein Ltd,$1.61,+5.92%,+1.90%,-10.06%,-48.40%,Industrials,166.56M
750,MVB,MVBVaneck Australian Banks ETF,$28.56,-0.18%,+2.88%,-0.11%,-6.76%,Financials,165.92M
751,ATG,ATGArticore Group Ltd,$0.585,+8.33%,+6.36%,+14.71%,+5.41%,N/A,165.39M
752,ZER,ZERZETA Resources Ltd,$0.31,-3.13%,-3.13%,-3.13%,+6.90%,Materials,164.58M
753,EOS,EOSElectro Optic Systems Holdings Ltd,$0.96,+1.59%,+4.35%,-4.00%,+79.44%,Industrials,164.39M
754,CYL,CYLCatalyst Metals Ltd,$0.74,+2.07%,+23.33%,+12.12%,-33.03%,Materials,162.86M
755,TBR,TBRTribune Resources Ltd,$3.10,+3.33%,-1.90%,-2.82%,+5.44%,Materials,162.65M
756,M7T,M7TMACH7 Technologies Ltd,$0.675,+3.05%,+2.27%,-13.46%,+21.62%,Health Care,162.43M
757,APX,APXAppen Ltd,$1.035,+5.61%,+14.37%,-20.39%,-58.41%,Information Technology,162.41M
758,MAET,MAETMunro Global Growth Fund (Hedge Fund),$4.71,+1.51%,+2.84%,+1.07%,+4.90%,Financials,162.11M
759,RCT,RCTReef Casino Trust,$3.30,-2.94%,+1.54%,+0.30%,+6.11%,Consumer Discretionary,161.9M
760,COI,COIComet Ridge Ltd,$0.16,+3.23%,0.00%,-3.03%,-5.88%,Energy,161.66M
761,HE8,HE8Helios Energy Ltd,$0.062,0.00%,-3.13%,+21.57%,-27.91%,Energy,161.45M
762,4DX,4DX4DMEDICAL Ltd,$0.465,0.00%,-1.06%,-11.43%,-19.13%,Health Care,161.11M
763,BKY,BKYBerkeley Energia Ltd,$0.36,-1.37%,+1.41%,-5.26%,+35.85%,Energy,160.49M
764,AMI,AMIAurelia Metals Ltd,$0.095,+1.06%,+3.26%,+3.26%,-0.41%,Materials,160.1M
765,FEX,FEXFENIX Resources Ltd,$0.23,0.00%,+2.22%,+2.22%,+12.20%,Materials,159.66M
766,ONE,ONEOneview Healthcare Plc,$0.24,+2.13%,+6.67%,0.00%,+71.43%,Health Care,159.65M
767,ESGI,ESGIVaneck MSCI International Sustainable Equity ETF,$29.94,+1.91%,+1.94%,+0.27%,+11.10%,Financials,159.59M
768,GGOV,GGOVBetashares US Treasury Bond 20+YR ETF - CCY Hedged,$13.21,+1.85%,+5.51%,-0.60%,-10.26%,Financials,159.08M
769,NZM,NZMNZME Ltd,$0.86,+8.86%,+2.38%,-2.27%,-14.43%,Communication Services,158.17M
770,MSTR,MSTRMorningstar International Shares Active ETF (Managed Fund),$8.37,+1.33%,+2.83%,-0.83%,+3.46%,Financials,157.87M
771,HFR,HFRHighfield Resources Ltd,$0.40,0.00%,+11.11%,0.00%,-51.81%,Materials,156.87M
772,GDC,GDCGlobal Data Centre Group,$2.03,+1.00%,-0.49%,+3.70%,+69.87%,Financials,156.86M
773,GGUS,GGUSBetashares Geared US Equity Fund Currency Hedged (Hedgefund),$24.19,+4.04%,+9.86%,-0.98%,+23.36%,Financials,155.59M
774,FWD,FWDFleetwood Ltd,$1.65,-0.60%,+1.54%,-10.33%,+9.64%,Consumer Discretionary,155.57M
775,SPY,SPYSPDR S&P 500 ETF Trust,$669.53,+1.51%,+1.34%,-0.15%,+13.48%,Financials,154.6M
776,ENR,ENREncounter Resources Ltd,$0.39,+11.43%,+44.44%,+27.87%,+151.61%,Materials,154.26M
777,MTO,MTOMotorcycle Holdings Ltd,$2.08,+0.97%,+1.96%,0.00%,-16.80%,Consumer Discretionary,153.52M
778,CLG,CLGClose the Loop Ltd,$0.295,0.00%,-1.67%,-19.18%,-35.17%,Industrials,153.32M
779,RBL,RBLRedbubble Ltd,$0.54,0.00%,-6.90%,+16.13%,+2.86%,Consumer Discretionary,152.67M
780,IOD,IODIodm Ltd,$0.255,+0.99%,+2.00%,-5.56%,-37.81%,Information Technology,152.15M
781,SBM,SBMST Barbara Ltd,$0.185,+2.78%,-13.95%,-2.63%,-10.53%,Materials,151.32M
782,CAA,CAACapral Ltd,$8.45,+1.81%,-0.59%,-6.63%,+12.67%,Materials,151.32M
783,NOL,NOLNobleoak Life Ltd,$1.75,0.00%,-0.14%,+2.94%,+6.06%,Financials,151.17M
784,DNK,DNKDanakali Ltd,$0.41,0.00%,0.00%,0.00%,+12.33%,Materials,151.02M
785,PEN,PENPeninsula Energy Ltd,$0.12,-7.69%,-7.69%,-14.29%,-33.33%,Energy,150.94M
786,RGB,RGBRussell Investments Australian Government Bond ETF,$17.88,+0.34%,+0.62%,-1.81%,-3.46%,Financials,149.95M
787,DRUG,DRUGBetashares Global Healthcare ETF - Currency Hedged,$7.55,+1.34%,+0.13%,-2.46%,-0.92%,Financials,149.42M
788,RAC,RACRace Oncology Ltd,$0.915,0.00%,-8.96%,+0.55%,-60.04%,Health Care,149.21M
789,LM8,LM8Lunnon Metals Ltd,$0.69,-8.61%,-4.83%,-13.75%,-13.21%,Materials,148.96M
790,OZR,OZRSPDR S&P/ASX 200 Resources Fund,$13.43,+0.45%,+0.68%,-0.37%,+6.93%,Financials,148.21M
791,UMAX,UMAXBetashares S&P 500 Yield Maximiser Fund (Managed Fund),$21.31,+1.33%,+0.80%,+0.09%,+8.34%,Financials,148.16M
792,WAT,WATWaterco Ltd,$4.20,0.00%,+0.24%,+0.48%,+5.00%,Consumer Discretionary,147.78M
793,EZL,EZLEUROZ Hartleys Group Ltd,$0.89,-0.56%,-0.56%,-6.32%,-23.57%,Financials,146.69M
794,OOO,OOOBetashares Crude Oil INDEX ETF-Currency Hedged (Synthetic),$6.02,+1.86%,-2.75%,-6.81%,-2.75%,Financials,146.54M
795,TSK,TSKTask Group Holdings Ltd,$0.405,+5.20%,+6.58%,-3.57%,+35.00%,Information Technology,144.26M
796,WDMF,WDMFIshares Edge MSCI World Multifactor ETF,$37.56,+1.43%,+0.89%,-0.74%,+4.39%,Financials,144.01M
797,ANG,ANGAustin Engineering Ltd,$0.245,0.00%,-3.92%,-5.77%,-28.99%,Industrials,143.67M
798,A1M,A1MAic Mines Ltd,$0.31,+5.09%,+8.77%,0.00%,-27.91%,Materials,143.37M
799,IKO,IKOIshares MSCI South Korea ETF,$92.28,+2.71%,+3.49%,-1.33%,+11.28%,N/A,143.33M
800,SLH,SLHSilk Logistics Holdings Ltd,$1.75,+1.74%,-3.85%,-4.11%,-17.84%,Industrials,142.63M
801,GRNV,GRNVVaneck MSCI Australian Sustainable Equity ETF,$26.06,+1.32%,+3.17%,-0.99%,+3.66%,Financials,142.44M
802,VCF,VCFVanguard International Credit Securities INDEX (Hedged) ETF,$36.51,+0.14%,+1.28%,+0.30%,-0.03%,Financials,142.07M
803,COS,COSCosol Ltd,$0.81,-4.14%,-4.71%,-5.81%,+30.65%,Information Technology,141.68M
804,BSE,BSEBase Resources Ltd,$0.12,+4.35%,-27.27%,-27.27%,-50.00%,Materials,141.36M
805,LIS,LISLi-S Energy Ltd,$0.22,-6.38%,-2.22%,+7.32%,-45.00%,Industrials,140.84M
806,CHL,CHLCamplify Holdings Ltd,$1.965,-3.20%,+0.77%,-6.43%,-2.24%,Industrials,140.5M
807,STA,STAStrandline Resources Ltd,$0.095,0.00%,0.00%,-20.83%,-77.38%,Materials,138.94M
808,XRF,XRFXRF Scientific Ltd,$1.005,-1.47%,+3.61%,+4.69%,+25.63%,Industrials,138.73M
809,SSG,SSGShaver Shop Group Ltd,$1.055,+0.96%,+7.11%,+1.93%,-1.86%,Consumer Discretionary,138.22M
810,RFG,RFGRetail Food Group Ltd,$0.056,+9.80%,+14.29%,+14.29%,-3.45%,Consumer Discretionary,137.51M
811,HCH,HCHHot Chili Ltd,$1.15,+9.01%,+10.58%,-2.95%,+17.95%,Materials,137.36M
812,EBND,EBNDVaneck Emerging Inc Opportunities Active ETF (Managed Fund),$9.63,+0.31%,-0.52%,-2.04%,+9.31%,Financials,136.71M
813,ERTH,ERTHBetashares Climate Change Innovation ETF,$8.59,+3.37%,+2.51%,-10.05%,-13.76%,Financials,136.17M
814,CLV,CLVClover Corporation Ltd,$0.815,+1.88%,-10.44%,-23.11%,-35.06%,Materials,136.1M
815,IHHY,IHHYIshares Global High Yield Bond (Aud Hedged) ETF,$88.90,+0.46%,+2.35%,-1.34%,+1.91%,Financials,135.69M
816,NMT,NMTNeometals Ltd,$0.245,+8.89%,-16.95%,-31.94%,-78.79%,Materials,135.56M
817,TGP,TGP360 Capital Group,$0.56,+7.69%,+5.66%,0.00%,-31.71%,Financials,135.38M
818,ESS,ESSEssential Metals Ltd,$0.50,0.00%,0.00%,0.00%,+7.53%,Materials,135.28M
819,HZR,HZRHAZER Group Ltd,$0.67,+8.07%,+18.58%,+25.23%,+12.78%,Materials,134.73M
820,EGH,EGHEureka Group Holdings Ltd,$0.445,-1.11%,-1.11%,-1.11%,-2.20%,Real Estate,134.28M
821,MXI,MXIMaxiparts Ltd,$2.79,+6.90%,+5.68%,-0.71%,+33.49%,Industrials,134.03M
822,EGG,EGGEnero Group Ltd,$1.46,-3.31%,-8.46%,-8.46%,-48.95%,Communication Services,133.94M
823,SHA,SHAShape Australia Corporation Ltd,$1.60,0.00%,+1.91%,+3.23%,+6.67%,Industrials,133.58M
824,88E,88E88 Energy Ltd,$0.006,-7.69%,0.00%,0.00%,-32.46%,Energy,132.71M
825,AND,ANDAnsarada Group Ltd,$1.48,+4.59%,-1.99%,+3.14%,+4.97%,Information Technology,132.22M
826,CRD,CRDConrad Asia Energy Ltd,$1.345,-2.54%,-0.37%,+1.13%,-5.94%,Energy,132.09M
827,CCV,CCVCash Converters International,$0.21,0.00%,-2.33%,+1.21%,-9.68%,Financials,131.78M
828,ETPMAG,ETPMAGGlobal X Metal Securities Australia Ltd,$32.86,-1.35%,-3.38%,+4.02%,+15.66%,Financials,131.66M
829,BKT,BKTBlack Rock Mining Ltd,$0.12,0.00%,+14.29%,+41.18%,-22.58%,Materials,131.66M
830,FOR,FORForager Australian Shares Fund,$1.30,+1.17%,+2.77%,+6.56%,+4.00%,Financials,130.94M
831,QIP,QIPQANTM Intellectual Property Ltd,$0.93,0.00%,-2.11%,-1.06%,-2.62%,Industrials,130.22M
832,X64,X64Ten Sixty Four Ltd,$0.57,0.00%,0.00%,0.00%,+1.79%,Materials,130.18M
833,LFSPA,LFSPALatitude Group Holdings Ltd,$86.74,-0.38%,-0.86%,-1.66%,-11.04%,N/A,130.11M
834,RDG,RDGResource Development Group Ltd,$0.045,-4.26%,0.00%,0.00%,-18.18%,Industrials,129.83M
835,AVJ,AVJAvjennings Ltd,$0.26,+1.96%,+1.96%,-23.80%,-21.82%,Consumer Discretionary,129.13M
836,ICOR,ICORIshares Core Corporate Bond ETF,$91.43,+0.19%,+0.52%,-0.59%,+1.76%,Financials,129.05M
837,EOL,EOLEnergy One Ltd,$4.29,-4.03%,+1.42%,-20.26%,-6.33%,Information Technology,128.88M
838,GLB,GLBGlobe International Ltd,$3.10,+1.64%,+1.64%,+1.64%,+3.68%,Consumer Discretionary,128.54M
839,BUB,BUBBubs Australia Ltd,$0.17,+3.03%,+3.03%,+6.25%,-55.26%,Consumer Staples,128.03M
